u,v,z
877.0,107.0,40.042301177978516
879.0,107.0,40.17131423950195
924.0,107.0,30.804624557495117
927.0,107.0,30.967206954956055
940.0,107.0,31.515127182006836
952.0,107.0,32.09310531616211
953.0,107.0,32.227909088134766
954.0,107.0,32.259178161621094
956.0,107.0,32.35334777832031
957.0,107.0,32.30096435546875
963.0,107.0,32.41643524169922
964.0,107.0,32.49034881591797
967.0,107.0,32.47977066040039
1118.0,107.0,35.43352508544922
1130.0,107.0,35.183555603027344
1132.0,107.0,35.43352508544922
1133.0,107.0,35.283119201660156
1136.0,107.0,35.458717346191406
1138.0,107.0,35.52185821533203
1142.0,107.0,35.57252883911133
1146.0,107.0,35.458717346191406
1149.0,107.0,35.32059860229492
1153.0,107.0,34.93708419799805
1156.0,107.0,34.912628173828125
16.0,108.0,53.05604934692383
17.0,108.0,53.084285736083984
18.0,108.0,52.85923385620117
87.0,108.0,28.978900909423828
90.0,108.0,28.953664779663086
91.0,108.0,28.936864852905273
94.0,108.0,28.87822151184082
96.0,108.0,28.88658332824707
98.0,108.0,28.853160858154297
99.0,108.0,28.89495277404785
101.0,108.0,28.9284725189209
663.0,108.0,26.849361419677734
665.0,108.0,26.900047302246094
666.0,108.0,26.88554573059082
669.0,108.0,26.900047302246094
671.0,108.0,26.8783016204834
674.0,108.0,26.8783016204834
679.0,108.0,26.68415641784668
796.0,108.0,23.908287048339844
805.0,108.0,24.251245498657227
807.0,108.0,24.357845306396484
844.0,108.0,26.324987411499023
846.0,108.0,26.457658767700195
848.0,108.0,26.598766326904297
851.0,108.0,26.748558044433594
853.0,108.0,26.88554573059082
856.0,108.0,27.023942947387695
859.0,108.0,27.141597747802734
861.0,108.0,27.334989547729492
877.0,108.0,39.91411590576172
880.0,108.0,39.96208953857422
922.0,108.0,29.980575561523438
925.0,108.0,30.72870445251465
928.0,108.0,30.871362686157227
940.0,108.0,31.465417861938477
942.0,108.0,31.58498191833496
943.0,108.0,31.545026779174805
956.0,108.0,32.405906677246094
959.0,108.0,32.43751907348633
962.0,108.0,32.46919631958008
964.0,108.0,32.511531829833984
965.0,108.0,32.56460189819336
967.0,108.0,32.57523727416992
968.0,108.0,32.63919448852539
970.0,108.0,32.68197250366211
972.0,108.0,32.6712646484375
973.0,108.0,32.85420608520508
975.0,108.0,32.76786422729492
976.0,108.0,32.90840530395508
977.0,108.0,32.88670349121094
978.0,108.0,32.810977935791016
979.0,108.0,32.9627799987793
980.0,108.0,32.9627799987793
982.0,108.0,32.9518928527832
983.0,108.0,32.86503219604492
985.0,108.0,32.86503219604492
987.0,108.0,32.42697525024414
990.0,108.0,32.30096435546875
991.0,108.0,32.332374572753906
993.0,108.0,32.36384582519531
994.0,108.0,32.332374572753906
996.0,108.0,32.39537811279297
1064.0,108.0,33.95009231567383
1104.0,108.0,35.171146392822266
1116.0,108.0,35.33311080932617
1117.0,108.0,35.34563064575195
1118.0,108.0,35.42094421386719
1133.0,108.0,35.39580535888672
1134.0,108.0,35.48394775390625
1143.0,108.0,35.547176361083984
1145.0,108.0,35.509212493896484
1149.0,108.0,35.2208251953125
1153.0,108.0,35.022953033447266
1156.0,108.0,35.05988693237305
19.0,109.0,51.547996520996094
658.0,109.0,26.53508186340332
660.0,109.0,26.520971298217773
757.0,109.0,22.872133255004883
760.0,109.0,22.956357955932617
762.0,109.0,23.09990119934082
765.0,109.0,23.17504119873047
766.0,109.0,23.185813903808594
769.0,109.0,23.153522491455078
771.0,109.0,23.09990119934082
779.0,109.0,23.321340560913086
785.0,109.0,23.558189392089844
822.0,109.0,25.169158935546875
825.0,109.0,25.232830047607422
827.0,109.0,25.341812133789062
834.0,109.0,25.595426559448242
836.0,109.0,25.694326400756836
839.0,109.0,25.80066680908203
852.0,109.0,26.892793655395508
855.0,109.0,27.009307861328125
858.0,109.0,27.1563777923584
920.0,109.0,29.819244384765625
922.0,109.0,29.908658981323242
923.0,109.0,29.971567153930664
924.0,109.0,30.06189727783203
925.0,109.0,30.738174438476562
926.0,109.0,30.747650146484375
930.0,109.0,30.900054931640625
940.0,109.0,31.58498191833496
955.0,109.0,32.44807434082031
956.0,109.0,32.332374572753906
957.0,109.0,32.41643524169922
958.0,109.0,32.49034881591797
959.0,109.0,32.342857360839844
960.0,109.0,32.500938415527344
961.0,109.0,32.55397415161133
964.0,109.0,32.585880279541016
965.0,109.0,32.628517150878906
966.0,109.0,32.68197250366211
967.0,109.0,32.64987564086914
969.0,109.0,32.77863311767578
971.0,109.0,32.7463493347168
974.0,109.0,32.821773529052734
979.0,109.0,32.85420608520508
981.0,109.0,32.85420608520508
984.0,109.0,32.80018997192383
988.0,109.0,32.44807434082031
995.0,109.0,32.186309814453125
996.0,109.0,32.31142807006836
998.0,109.0,32.217498779296875
1061.0,109.0,33.69776153564453
1062.0,109.0,33.66364288330078
1088.0,109.0,35.05988693237305
1089.0,109.0,35.121612548828125
1090.0,109.0,35.07221221923828
1102.0,109.0,35.35816192626953
1103.0,109.0,35.29560470581055
1104.0,109.0,35.43352508544922
1107.0,109.0,35.30809783935547
20.0,110.0,52.80326843261719
663.0,110.0,26.88554573059082
664.0,110.0,26.88554573059082
667.0,110.0,26.88554573059082
669.0,110.0,26.907302856445312
672.0,110.0,26.88554573059082
674.0,110.0,26.87105941772461
677.0,110.0,26.79166603088379
679.0,110.0,26.68415641784668
730.0,110.0,21.864397048950195
732.0,110.0,21.941349029541016
734.0,110.0,22.013986587524414
736.0,110.0,22.082216262817383
739.0,110.0,22.175495147705078
741.0,110.0,22.249692916870117
744.0,110.0,22.35441017150879
755.0,110.0,22.772916793823242
800.0,110.0,24.058218002319336
803.0,110.0,24.15142250061035
805.0,110.0,24.227684020996094
808.0,110.0,24.34001350402832
810.0,110.0,24.82463264465332
812.0,110.0,24.91143226623535
814.0,110.0,24.94881820678711
817.0,110.0,24.986316680908203
819.0,110.0,25.067951202392578
837.0,110.0,25.760684967041016
840.0,110.0,25.874286651611328
843.0,110.0,26.269521713256836
845.0,110.0,26.44363021850586
847.0,110.0,26.5916748046875
849.0,110.0,26.7270565032959
877.0,110.0,39.994136810302734
921.0,110.0,29.9445743560791
924.0,110.0,30.72870445251465
925.0,110.0,30.78561019897461
927.0,110.0,30.900054931640625
930.0,110.0,31.015352249145508
940.0,110.0,31.725627899169922
941.0,110.0,31.68531608581543
956.0,110.0,32.31142807006836
958.0,110.0,32.28005599975586
959.0,110.0,32.374351501464844
960.0,110.0,32.41643524169922
961.0,110.0,32.31142807006836
964.0,110.0,32.47977066040039
966.0,110.0,32.42697525024414
967.0,110.0,32.54335403442383
969.0,110.0,32.49034881591797
970.0,110.0,32.585880279541016
973.0,110.0,32.70340347290039
976.0,110.0,32.789405822753906
978.0,110.0,32.757102966308594
987.0,110.0,32.321895599365234
990.0,110.0,32.227909088134766
1061.0,110.0,33.68638229370117
1062.0,110.0,33.60693359375
1089.0,110.0,35.05988693237305
1130.0,110.0,35.34563064575195
1133.0,110.0,35.35816192626953
1136.0,110.0,35.33311080932617
1137.0,110.0,35.37070083618164
1138.0,110.0,35.34563064575195
1140.0,110.0,35.44611740112305
1141.0,110.0,35.38324737548828
1142.0,110.0,35.40836715698242
1143.0,110.0,35.49657440185547
1145.0,110.0,35.38324737548828
1146.0,110.0,35.509212493896484
1149.0,110.0,35.158748626708984
1150.0,110.0,34.94932556152344
1153.0,110.0,34.77872085571289
1156.0,110.0,34.83945846557617
656.0,111.0,26.577505111694336
658.0,111.0,26.65563201904297
661.0,111.0,26.770095825195312
704.0,111.0,20.672616958618164
707.0,111.0,21.10566520690918
709.0,111.0,21.195362091064453
712.0,111.0,21.213394165039062
714.0,111.0,21.267669677734375
716.0,111.0,21.349609375
723.0,111.0,21.599258422851562
725.0,111.0,21.66493797302246
727.0,111.0,21.759462356567383
761.0,111.0,23.046527862548828
763.0,111.0,23.137409210205078
765.0,111.0,23.16965675354004
768.0,111.0,23.1804256439209
770.0,111.0,23.132043838500977
773.0,111.0,23.08920669555664
778.0,111.0,23.24525260925293
779.0,111.0,23.332250595092773
781.0,111.0,23.408912658691406
784.0,111.0,23.4860782623291
813.0,111.0,24.94257926940918
814.0,111.0,24.961305618286133
817.0,111.0,25.011377334594727
819.0,111.0,25.093175888061523
822.0,111.0,25.1882266998291
825.0,111.0,25.303239822387695
827.0,111.0,25.39342498779297
829.0,111.0,25.464736938476562
832.0,111.0,25.5626277923584
834.0,111.0,25.654674530029297
844.0,111.0,26.269521713256836
846.0,111.0,26.429616928100586
848.0,111.0,26.570425033569336
850.0,111.0,26.7270565032959
853.0,111.0,26.856590270996094
856.0,111.0,27.001996994018555
877.0,111.0,40.01017761230469
923.0,111.0,30.83319091796875
924.0,111.0,30.84272575378418
926.0,111.0,30.996076583862305
927.0,111.0,30.976823806762695
928.0,111.0,31.063648223876953
956.0,111.0,32.186309814453125
971.0,111.0,32.68197250366211
973.0,111.0,32.72486114501953
974.0,111.0,32.76786422729492
976.0,111.0,32.85420608520508
977.0,111.0,32.83258056640625
978.0,111.0,32.897552490234375
980.0,111.0,32.8758659362793
981.0,111.0,32.91926574707031
983.0,111.0,32.8758659362793
984.0,111.0,32.90840530395508
986.0,111.0,32.692684173583984
987.0,111.0,32.43751907348633
1061.0,111.0,33.66364288330078
1064.0,111.0,33.846412658691406
1088.0,111.0,34.97383499145508
1092.0,111.0,35.04756546020508
1093.0,111.0,35.022953033447266
1095.0,111.0,35.121612548828125
1100.0,111.0,35.19596862792969
1101.0,111.0,35.2208251953125
1103.0,111.0,35.19596862792969
1104.0,111.0,35.2457160949707
1105.0,111.0,35.258174896240234
1107.0,111.0,35.2706413269043
1108.0,111.0,35.29560470581055
1132.0,111.0,35.34563064575195
1139.0,111.0,35.47132873535156
1147.0,111.0,35.49657440185547
1148.0,111.0,35.096893310546875
1152.0,111.0,34.82729721069336
694.0,112.0,20.27345085144043
696.0,112.0,20.3437442779541
698.0,112.0,20.42288589477539
701.0,112.0,20.515296936035156
702.0,112.0,20.591529846191406
733.0,112.0,21.980030059814453
736.0,112.0,22.043176651000977
738.0,112.0,22.15087127685547
741.0,112.0,22.219953536987305
743.0,112.0,22.309410095214844
745.0,112.0,22.379487991333008
747.0,112.0,22.47023582458496
749.0,112.0,22.54132843017578
752.0,112.0,22.6436710357666
754.0,112.0,22.710695266723633
756.0,112.0,22.804155349731445
759.0,112.0,22.882627487182617
797.0,112.0,23.97149085998535
799.0,112.0,24.058218002319336
802.0,112.0,24.157272338867188
805.0,112.0,24.245351791381836
807.0,112.0,24.363794326782227
810.0,112.0,24.843181610107422
818.0,112.0,25.036489486694336
821.0,112.0,25.143779754638672
824.0,112.0,25.220069885253906
826.0,112.0,25.328943252563477
829.0,112.0,25.399890899658203
830.0,112.0,25.497283935546875
833.0,112.0,25.58229637145996
836.0,112.0,25.68770980834961
838.0,112.0,25.7673397064209
839.0,112.0,25.773998260498047
841.0,112.0,25.921356201171875
844.0,112.0,26.33193588256836
847.0,112.0,26.464679718017578
850.0,112.0,26.5845890045166
852.0,112.0,26.734220504760742
855.0,112.0,26.87105941772461
857.0,112.0,26.972789764404297
860.0,112.0,27.06060028076172
862.0,112.0,27.230514526367188
864.0,112.0,27.380008697509766
928.0,112.0,30.78561019897461
931.0,112.0,30.900054931640625
942.0,112.0,31.4753475189209
955.0,112.0,32.28005599975586
956.0,112.0,32.321895599365234
957.0,112.0,32.38486099243164
958.0,112.0,32.39537811279297
959.0,112.0,32.42697525024414
960.0,112.0,32.405906677246094
962.0,112.0,32.47977066040039
963.0,112.0,32.49034881591797
965.0,112.0,32.55397415161133
966.0,112.0,32.52212905883789
968.0,112.0,32.61784744262695
969.0,112.0,32.585880279541016
970.0,112.0,32.60718536376953
971.0,112.0,32.596527099609375
973.0,112.0,32.71412658691406
976.0,112.0,32.789405822753906
980.0,112.0,32.84339141845703
983.0,112.0,32.821773529052734
986.0,112.0,32.6712646484375
987.0,112.0,32.07246780395508
1065.0,112.0,34.042789459228516
1089.0,112.0,35.035255432128906
1093.0,112.0,35.096893310546875
1100.0,112.0,35.2208251953125
1131.0,112.0,35.38324737548828
1132.0,112.0,35.33311080932617
1134.0,112.0,35.53451156616211
1137.0,112.0,35.30809783935547
1139.0,112.0,35.43352508544922
1140.0,112.0,35.43352508544922
1141.0,112.0,35.35816192626953
1143.0,112.0,35.47132873535156
1146.0,112.0,35.61063003540039
1149.0,112.0,35.121612548828125
1150.0,112.0,35.04756546020508
1151.0,112.0,34.83945846557617
1152.0,112.0,34.96157455444336
1153.0,112.0,35.035255432128906
1155.0,112.0,35.01066207885742
1156.0,112.0,34.876007080078125
86.0,113.0,28.745065689086914
89.0,113.0,28.978900909423828
93.0,113.0,28.9033260345459
95.0,113.0,28.853160858154297
98.0,113.0,28.869861602783203
101.0,113.0,29.11423683166504
105.0,113.0,28.9033260345459
500.0,113.0,20.28582000732422
627.0,113.0,18.82343292236328
629.0,113.0,18.770299911499023
631.0,113.0,18.80214500427246
634.0,113.0,18.844772338867188
636.0,113.0,18.89474868774414
639.0,113.0,18.94139289855957
640.0,113.0,18.99911880493164
642.0,113.0,19.039011001586914
644.0,113.0,19.090023040771484
659.0,113.0,26.71274185180664
662.0,113.0,26.842134475708008
663.0,113.0,26.88554573059082
664.0,113.0,26.900047302246094
665.0,113.0,26.892793655395508
666.0,113.0,26.921829223632812
668.0,113.0,26.929096221923828
669.0,113.0,26.91456413269043
670.0,113.0,26.936368942260742
671.0,113.0,26.907302856445312
673.0,113.0,26.87105941772461
674.0,113.0,26.87105941772461
675.0,113.0,26.86382293701172
677.0,113.0,26.798864364624023
678.0,113.0,26.79166603088379
707.0,113.0,21.034452438354492
709.0,113.0,21.181859970092773
712.0,113.0,21.204374313354492
714.0,113.0,21.231454849243164
720.0,113.0,21.492216110229492
722.0,113.0,21.561904907226562
725.0,113.0,21.66493797302246
727.0,113.0,21.726285934448242
730.0,113.0,21.816574096679688
731.0,113.0,21.888385772705078
768.0,113.0,23.1804256439209
771.0,113.0,23.121320724487305
773.0,113.0,23.1159610748291
780.0,113.0,23.375995635986328
782.0,113.0,23.463979721069336
785.0,113.0,23.5415096282959
796.0,113.0,23.925491333007812
799.0,113.0,24.017667770385742
804.0,113.0,24.15142250061035
807.0,113.0,24.251245498657227
809.0,113.0,24.59205436706543
811.0,113.0,24.85556411743164
812.0,113.0,24.88656997680664
813.0,113.0,24.967554092407227
814.0,113.0,24.94881820678711
816.0,113.0,24.973804473876953
819.0,113.0,25.017650604248047
822.0,113.0,25.099491119384766
823.0,113.0,25.17551040649414
825.0,113.0,25.25838851928711
828.0,113.0,25.35469627380371
830.0,113.0,25.425790786743164
833.0,113.0,25.536449432373047
836.0,113.0,25.595426559448242
841.0,113.0,25.807340621948242
843.0,113.0,26.200519561767578
844.0,113.0,26.1867618560791
846.0,113.0,26.352807998657227
847.0,113.0,26.520971298217773
849.0,113.0,26.598766326904297
850.0,113.0,26.65563201904297
853.0,113.0,26.770095825195312
854.0,113.0,26.842134475708008
857.0,113.0,26.958209991455078
862.0,113.0,27.387527465820312
866.0,113.0,27.538755416870117
867.0,113.0,27.576824188232422
876.0,113.0,40.23613357543945
922.0,113.0,29.792526245117188
924.0,113.0,29.98958969116211
925.0,113.0,30.776111602783203
927.0,113.0,30.92879867553711
930.0,113.0,31.015352249145508
931.0,113.0,30.986448287963867
942.0,113.0,31.635068893432617
943.0,113.0,31.655149459838867
957.0,113.0,32.31142807006836
958.0,113.0,32.405906677246094
962.0,113.0,32.43751907348633
965.0,113.0,32.500938415527344
967.0,113.0,32.60718536376953
968.0,113.0,32.56460189819336
970.0,113.0,32.63919448852539
971.0,113.0,32.66056823730469
973.0,113.0,32.757102966308594
974.0,113.0,32.7463493347168
976.0,113.0,32.821773529052734
977.0,113.0,32.83258056640625
979.0,113.0,32.897552490234375
982.0,113.0,32.9518928527832
985.0,113.0,32.941009521484375
987.0,113.0,32.42697525024414
1061.0,113.0,33.595611572265625
1062.0,113.0,33.595611572265625
1063.0,113.0,33.572998046875
1064.0,113.0,33.938541412353516
1090.0,113.0,35.04756546020508
1091.0,113.0,35.2457160949707
1093.0,113.0,35.07221221923828
1094.0,113.0,35.32059860229492
1096.0,113.0,35.158748626708984
1097.0,113.0,35.07221221923828
1099.0,113.0,35.20839309692383
1100.0,113.0,35.20839309692383
1102.0,113.0,35.2457160949707
1103.0,113.0,35.258174896240234
1105.0,113.0,35.458717346191406
1107.0,113.0,35.43352508544922
1108.0,113.0,35.171146392822266
1109.0,113.0,35.29560470581055
1131.0,113.0,35.52185821533203
1132.0,113.0,35.44611740112305
1136.0,113.0,35.49657440185547
1142.0,113.0,35.509212493896484
1146.0,113.0,35.34563064575195
1149.0,113.0,34.90040969848633
1153.0,113.0,34.94932556152344
87.0,114.0,28.77823829650879
90.0,114.0,28.970483779907227
91.0,114.0,28.88658332824707
93.0,114.0,28.869861602783203
95.0,114.0,28.828142166137695
97.0,114.0,28.836477279663086
98.0,114.0,28.869861602783203
100.0,114.0,28.844816207885742
101.0,114.0,28.9033260345459
102.0,114.0,28.87822151184082
497.0,114.0,20.14651107788086
585.0,114.0,17.78309440612793
588.0,114.0,17.808494567871094
590.0,114.0,17.798959732055664
655.0,114.0,26.641393661499023
658.0,114.0,26.677019119262695
660.0,114.0,26.82048225402832
661.0,114.0,26.892793655395508
664.0,114.0,26.849361419677734
667.0,114.0,26.929096221923828
669.0,114.0,26.907302856445312
672.0,114.0,26.900047302246094
674.0,114.0,26.86382293701172
678.0,114.0,26.77728271484375
692.0,114.0,20.195459365844727
694.0,114.0,20.269330978393555
696.0,114.0,20.3437442779541
699.0,114.0,20.42288589477539
700.0,114.0,20.498432159423828
702.0,114.0,20.570297241210938
705.0,114.0,20.646942138671875
749.0,114.0,22.546422958374023
751.0,114.0,22.648813247680664
754.0,114.0,22.726219177246094
756.0,114.0,22.819807052612305
759.0,114.0,22.903644561767578
760.0,114.0,23.062515258789062
762.0,114.0,23.0358829498291
763.0,114.0,23.16965675354004
765.0,114.0,23.196598052978516
768.0,114.0,23.191205978393555
771.0,114.0,23.137409210205078
773.0,114.0,23.09990119934082
780.0,114.0,23.337711334228516
782.0,114.0,23.430908203125
785.0,114.0,23.513761520385742
800.0,114.0,24.029239654541016
803.0,114.0,24.12221908569336
805.0,114.0,24.19829559326172
807.0,114.0,24.26894760131836
809.0,114.0,24.59205436706543
815.0,114.0,24.930110931396484
816.0,114.0,24.92388153076172
818.0,114.0,24.973804473876953
821.0,114.0,25.067951202392578
822.0,114.0,25.093175888061523
823.0,114.0,25.15011978149414
824.0,114.0,25.213693618774414
825.0,114.0,25.296823501586914
827.0,114.0,25.25838851928711
828.0,114.0,25.36759376525879
829.0,114.0,25.322511672973633
830.0,114.0,25.47123908996582
832.0,114.0,25.406360626220703
833.0,114.0,25.549531936645508
834.0,114.0,25.549531936645508
835.0,114.0,25.5626277923584
836.0,114.0,25.667879104614258
838.0,114.0,25.740741729736328
839.0,114.0,25.700946807861328
840.0,114.0,25.720829010009766
841.0,114.0,25.84746742248535
842.0,114.0,26.19363784790039
845.0,114.0,26.387664794921875
849.0,114.0,26.53508186340332
851.0,114.0,26.662757873535156
853.0,114.0,26.78447151184082
866.0,114.0,27.60735511779785
867.0,114.0,27.59208106994629
875.0,114.0,40.07447814941406
921.0,114.0,29.828163146972656
922.0,114.0,29.95356559753418
923.0,114.0,29.89969253540039
924.0,114.0,30.007633209228516
925.0,114.0,30.78561019897461
926.0,114.0,30.776111602783203
927.0,114.0,30.8618106842041
928.0,114.0,30.91921043395996
930.0,114.0,30.94799041748047
944.0,114.0,31.806560516357422
957.0,114.0,32.39537811279297
960.0,114.0,32.43751907348633
963.0,114.0,32.52212905883789
965.0,114.0,32.38486099243164
966.0,114.0,32.56460189819336
968.0,114.0,32.41643524169922
969.0,114.0,32.45863342285156
971.0,114.0,32.810977935791016
972.0,114.0,32.49034881591797
974.0,114.0,32.61784744262695
975.0,114.0,32.91926574707031
